state,institution_name,composite_year,composite_score,institution_type,unitid,opeid,city,zip_code
MI,Madonna University,2016,3,Non-profit,170806,00228200,Livonia,48150-1173
MI,Madonna University,2015,2.2,Non-Profit,170806,00228200,Livonia,48150-1173
MI,Madonna University,2014,2.2,Non Profit,170806,00228200,Livonia,48150-1173
MI,Madonna University,2013,2.6,Non Profit,170806,00228200,Livonia,48150-1173
MI,Madonna University,2012,3,Non Profit,170806,00228200,Livonia,48150-1173
MI,Madonna University,2011,2.3,Non-Profit,170806,00228200,Livonia,48150-1173
MI,Madonna University,2010,3,Non Profit,170806,00228200,Livonia,48150-1173
MI,Madonna University,2009,3,Private Non-Profit,170806,00228200,Livonia,48150-1173
MI,Madonna University,2008,2.2,Non Profit,170806,00228200,Livonia,48150-1173
MI,Madonna University,2007,2.2,Private Non-Profit,170806,00228200,Livonia,48216-6218
MI,Madonna University,2006,3,Private Non-Profit,170806,00228200,Livonia,48216-6218
MI,Manthano Christian College,2014,3,Non Profit,,04222300,Westland,48185-1919
MI,Manthano Christian College,2013,2.8,Non Profit,,04222300,Westland,48185-1919
MI,Manthano Christian College,2012,2.7,Non Profit,,04222300,Westland,48185-1919
MI,Marketti Academy of Cosmetology,2016,3,Proprietary,457642,04159300,Waterford,48329-3506
MI,Marketti Academy of Cosmetology,2015,3,Proprietary,457642,04159300,Waterford,48329-3506
MI,Marketti Academy of Cosmetology,2014,3,Proprietary,457642,04159300,Waterford,48329-3506
MI,Marketti Academy of Cosmetology,2013,1.5,Proprietary,457642,04159300,Waterford,48329-3506
MI,Marketti Academy of Cosmetology,2012,2.4,Proprietary,457642,04159300,Waterford,48329-3506
MI,Marketti Academy of Cosmetology,2011,1.9,Proprietary,457642,04159300,Waterford,48329-3506
MI,Marketti Academy of Cosmetology,2010,1.5,Proprietary,457642,04159300,Waterford,48329-3506
MI,Marketti Academy of Cosmetology,2009,1.9,Proprietary,457642,04159300,Waterford,48329-3506
MI,Marketti Academy of Cosmetology,2008,0.1,Proprietary,457642,04159300,Waterford,48329-3506
MI,Martin Parsons Academy of Design,2013,1.3,Proprietary,442958,03704300,Marysville,48040-2093
MI,Martin Parsons Academy of Design,2012,1.4,Proprietary,442958,03704300,Marysville,48040-2093
MI,Marygrove College,2016,-0.4,Non-profit,170842,00228400,Detroit,48221-2599
MI,Marygrove College,2015,-0.1,Non-Profit,170842,00228400,Detroit,48221-2599
MI,Marygrove College,2013,1.9,Non Profit,170842,00228400,Detroit,48221-2599
MI,Marygrove College,2012,2,Non Profit,170842,00228400,Detroit,48221-2599
MI,Marygrove College,2011,2,Non-Profit,170842,00228400,Detroit,48221-2599
MI,Marygrove College,2010,3,Non Profit,170842,00228400,Detroit,48221-2599
MI,Marygrove College,2009,2.8,Private Non-Profit,170842,00228400,Detroit,48221-2599
MI,Marygrove College,2008,2.2,Non Profit,170842,00228400,Detroit,48221-2599
MI,Marygrove College,2007,2.3,Private Non-Profit,170842,00228400,Detroit,48301-4047
MI,Marygrove College,2006,2.3,Private Non-Profit,170842,00228400,Detroit,48301-4047
MI,MIAT College of Technology,2016,1.5,Proprietary,169655,02060300,Canton,48188-2533
MI,MIAT College of Technology,2015,1.5,Proprietary,169655,02060300,Canton,48188-2533
MI,MIAT College of Technology,2013,2.3,Proprietary,169655,02060300,Canton,48188-2533
MI,MIAT College of Technology,2012,1.5,Proprietary,169655,02060300,Canton,48188-2533
MI,MIAT College of Technology,2011,1.6,Proprietary,169655,02060300,Canton,48188-2533
MI,MIAT College of Technology,2010,1.3,Proprietary,169655,02060300,Canton,48188-2533
MI,Michigan Barber School,2016,0.9,Non-profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2015,1.6,Non-Profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2014,0,Non Profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2013,-0.6,Non Profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2012,2.1,Non Profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2011,1.6,Non-Profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2010,1.7,Non Profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2009,0.9,Private Non-Profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2008,1.7,Non Profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2007,2.1,Private Non-Profit,171012,02361500,Detroit,48204-2244
MI,Michigan Barber School,2006,1.3,Private Non-Profit,171012,02361500,Detroit,48204-2244
MI,Michigan College of Beauty,2014,1.1,Proprietary,381370,02125600,Troy,48083-5210
MI,Michigan College of Beauty,2013,0.6,Proprietary,381370,02125600,Troy,48083-5210
MI,Michigan College of Beauty,2012,1.5,Proprietary,381370,02125600,Troy,48083-5210
MI,Michigan College of Beauty,2011,1.5,Proprietary,381370,02125600,Troy,48083-5210
MI,Michigan College of Beauty,2010,1.5,Proprietary,381370,02125600,Troy,48083-5210
MI,Michigan College of Beauty,2009,0.2,Proprietary,381370,02125600,Troy,48083-5210
MI,Michigan College of Beauty,2008,0.2,Proprietary,381370,02125600,Troy,48083-5210
MI,Michigan College of Beauty,2007,0.2,Proprietary,381370,02125600,Troy,48083-
MI,Michigan College of Beauty,2007,1.9,Proprietary,170611,02324500,Monroe,48161-3709
MI,Michigan College of Beauty,2006,0.2,Proprietary,381370,02125600,Troy,48083-
MI,Michigan College of Beauty,2006,2.4,Proprietary,170611,02324500,Monroe,48161-3709
MI,Michigan College of Beauty-Monroe,2016,1.6,Proprietary,170611,02324500,Monroe,48161-3901
MI,Michigan College of Beauty-Monroe,2015,1.6,Proprietary,170611,02324500,Monroe,48161-3901
MI,Michigan College of Beauty-Monroe,2014,3,Proprietary,170611,02324500,Monroe,48161-3901
MI,Michigan College of Beauty-Monroe,2013,2.7,Proprietary,170611,02324500,Monroe,48161-3901
MI,Michigan College of Beauty-Monroe,2012,0.4,Proprietary,170611,02324500,Monroe,48161-3901
MI,Michigan College of Beauty-Monroe,2011,-0.3,Proprietary,170611,02324500,Monroe,48161-3901
MI,Michigan College of Beauty-Monroe,2010,2.1,Proprietary,170611,02324500,Monroe,48161-3901
MI,Michigan College of Beauty-Monroe,2009,1.5,Proprietary,170611,02324500,Monroe,48161-3901
MI,Michigan College of Beauty-Monroe,2008,1.7,Proprietary,170611,02324500,Monroe,48161-3901
MI,Michigan College of Beauty-Troy,2016,1.5,Proprietary,381370,02125600,Troy,48083-5210
MI,Michigan College of Beauty-Troy,2015,1.6,Proprietary,381370,02125600,Troy,48083-5210
MI,Michigan Institute of Aviation and Technology,2009,2.5,Proprietary,169655,02060300,Canton,48188-2533
MI,Michigan Institute of Aviation and Technology,2008,2.2,Proprietary,169655,02060300,Canton,48188-2533
MI,Michigan Institute of Aviation and Technology,2007,1.9,Proprietary,169655,02060300,Canton,48164-9265
MI,Michigan Institute of Aviation and Technology,2006,1.7,Proprietary,169655,02060300,Canton,48164-9265
MI,Michigan Jewish Institute,2014,3,Non Profit,434414,03284300,West Bloomfield,48322-3032
MI,Michigan Jewish Institute,2013,2.8,Non Profit,434414,03284300,West Bloomfield,48322-3032
MI,Michigan Jewish Institute,2012,1.6,Non Profit,434414,03284300,West Bloomfield,48322-3032
MI,Michigan Jewish Institute,2011,1.8,Non-Profit,434414,03284300,West Bloomfield,48322-3032
MI,Michigan Jewish Institute,2010,2.3,Non Profit,434414,03284300,West Bloomfield,48322-3032
MI,Michigan Jewish Institute,2009,2.1,Private Non-Profit,434414,03284300,West Bloomfield,48322-3032
MI,Michigan Jewish Institute,2008,2,Non Profit,434414,03284300,West Bloomfield,48322-3032
MI,Michigan Jewish Institute,2007,2.1,Private Non-Profit,434414,03284300,West Bloomfield,48237-1304
MI,Michigan Jewish Institute,2006,2,Private Non-Profit,434414,03284300,West Bloomfield,48237-1304
MI,Michigan School of Professional Psychology,2015,2.6,Non-Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Professional Psychology,2014,2.9,Non Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Professional Psychology,2013,2.5,Non Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Professional Psychology,2012,3,Non Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Professional Psychology,2011,3,Non-Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Professional Psychology,2010,2.9,Non Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Professional Psychology,2009,3,Private Non-Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Professional Psychology,2008,3,Non Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Professional Psychology,2007,2.5,Private Non-Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Professional Psychology,2006,3,Private Non-Profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan School of Psychology,2016,2.4,Non-profit,169220,02198900,Farmington Hills,48334-4512
MI,Michigan State University College of Law,2016,2.2,Non-profit,169628,00225400,East Lansing,48824-1300
MI,Michigan State University College of Law,2015,2.2,Non-Profit,169628,00225400,East Lansing,48824-1300
MI,Michigan State University College of Law,2014,2.2,Non Profit,169628,00225400,East Lansing,48824-1300
MI,Michigan State University College of Law,2013,2.3,Non Profit,169628,00225400,East Lansing,48824-1300
MI,Michigan State University College of Law,2012,2.9,Non Profit,169628,00225400,East Lansing,48824-1300
MI,Michigan State University College of Law,2011,2.2,Non-Profit,169628,00225400,East Lansing,48824-1300
MI,Michigan State University College of Law,2010,3,Non Profit,169628,00225400,East Lansing,48824-1300
MI,Michigan State University College of Law,2009,3,Private Non-Profit,169628,00225400,East Lansing,48824-1300
MI,Michigan State University College of Law,2008,2.2,Non Profit,169628,00225400,East Lansing,48824-1300
MI,Michigan State University College of Law,2007,3,Private Non-Profit,169628,00225400,East Lansing,48824-1122
MI,Michigan State University College of Law,2006,2.8,Private Non-Profit,169628,00225400,East Lansing,48824-1122
MI,Michigan Theological Seminary,2008,1.3,Non Profit,429076,03135300,Plymouth,48170-4399
MI,Mr Bela's School of Cosmetology,2013,2,Proprietary,171261,02158600,Warren,48092-4637
MI,Mr Bela's School of Cosmetology,2012,2.5,Proprietary,171261,02158600,Warren,48092-4637
MI,Mr Bela's School of Cosmetology,2011,2.7,Proprietary,171261,02158600,Warren,48092-4637
MI,Mr Bela's School of Cosmetology,2010,1.8,Proprietary,171261,02158600,Warren,48092-4637
MI,Mr Bela's School of Cosmetology,2009,2.2,Proprietary,171261,02158600,Warren,48092-4637
MI,Mr Bela's School of Cosmetology,2008,1.8,Proprietary,171261,02158600,Warren,48092-4637
MI,Mr Bela's School of Cosmetology,2007,2,Proprietary,171261,02158600,Warren,48092-4637
MI,Mr Bela's School of Cosmetology,2006,2.6,Proprietary,171261,02158600,Warren,48092-4637
MI,Mr. Bela's School of Cosmetology,2015,1.4,Proprietary,171261,02158600,Warren,48091-1192
MI,Mr. Bela's School of Cosmetology,2014,1.7,Proprietary,171261,02158600,Warren,48091-1192
MI,Northwestern Technological Institute,2016,1.8,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2015,1.7,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2014,2.3,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2013,2.6,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2012,2.2,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2011,1.9,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2010,1.7,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2009,2.5,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2008,2.9,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2007,3,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwestern Technological Institute,2006,3,Proprietary,168573,03124000,Southfield,48075-2412
MI,Northwood University,2016,3,Non-profit,171492,00407200,Midland,48640-2398
MI,Northwood University,2015,3,Non-Profit,171492,00407200,Midland,48640-2398
MI,Northwood University,2014,3,Non Profit,171492,00407200,Midland,48640-2398
MI,Northwood University,2013,2.5,Non Profit,171492,00407200,Midland,48640-2398
MI,Northwood University,2012,2.4,Non Profit,171492,00407200,Midland,48640-2398
MI,Northwood University,2011,2.4,Non-Profit,171492,00407200,Midland,48640-2398
MI,Northwood University,2010,2.9,Non Profit,171492,00407200,Midland,48640-2398
MI,Northwood University,2009,3,Private Non-Profit,171492,00407200,Midland,48640-2398
MI,Northwood University,2008,2.2,Non Profit,171492,00407200,Midland,48640-2398
MI,Northwood University,2007,3,Private Non-Profit,171492,00407200,Midland,48910-7210
MI,Northwood University,2006,3,Private Non-Profit,171492,00407200,Midland,48910-7210
MI,Nuvo College of Cosmetology,2016,2.7,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2015,2.4,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2014,2.4,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2013,2.4,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2012,2.1,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2011,1.5,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2010,0.2,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2009,1.5,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2008,1.5,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2007,1.8,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Nuvo College of Cosmetology,2006,1,Proprietary,447980,04006300,Norton Shores,49441-3822
MI,Olivet College,2016,3,Non-profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2015,3,Non-Profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2014,2,Non Profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2013,1.8,Non Profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2012,1.4,Non Profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2011,1.3,Non-Profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2010,1.4,Non Profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2009,1.4,Private Non-Profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2008,0.7,Non Profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2007,1.4,Private Non-Profit,171599,00230800,Olivet,49076-9902
MI,Olivet College,2006,1.5,Private Non-Profit,171599,00230800,Olivet,49076-9902
MI,P&A Scholars Beauty School,2016,1.1,Proprietary,391005,04014300,Detroit,48204-0000
MI,P&A Scholars Beauty School,2015,1.2,Proprietary,391005,04014300,Detroit,48204-0000
MI,P&A Scholars Beauty School,2014,2.3,Proprietary,391005,04014300,Detroit,48204-0000
MI,P&A Scholars Beauty School,2013,1.6,Proprietary,391005,04014300,Detroit,48204-0000
MI,P&A Scholars Beauty School,2012,1.1,Proprietary,391005,04014300,Detroit,48204-0000
MI,P&A Scholars Beauty School,2011,1.5,Proprietary,391005,04014300,Detroit,48204-0000
MI,P&A Scholars Beauty School,2010,1.5,Proprietary,391005,04014300,Detroit,48204-0000
MI,P&A Scholars Beauty School,2009,1.6,Proprietary,391005,04014300,Detroit,48204-0000
MI,P&A Scholars Beauty School,2008,3,Proprietary,391005,04014300,Detroit,48204-0000
MI,P&A Scholars Beauty School,2007,3,Proprietary,391005,04014300,Detroit,48240-1426
MI,P&A Scholars Beauty School,2006,3,Proprietary,391005,04014300,Detroit,48240-1426
MI,Paul Mitchell The School - Grand Rapids,2015,-0.1,Proprietary,172680,04230500,Kentwood,49512-1781
MI,Paul Mitchell the School Escanaba,2013,1.5,Proprietary,458274,03490300,Escanaba,49829-0000
MI,Paul Mitchell the School Escanaba,2012,1.8,Proprietary,458274,03490300,Escanaba,49829-0000
MI,Paul Mitchell the School Escanaba,2011,2.2,Proprietary,458274,03490300,Escanaba,49829-0000
MI,Paul Mitchell the School Escanaba,2010,2.5,Proprietary,458274,03490300,Escanaba,49829-0000
MI,Paul Mitchell the School Escanaba,2009,1.8,Proprietary,458274,03490300,Escanaba,49829-0000
MI,Paul Mitchell the School Escanaba,2008,1.7,Proprietary,458274,03490300,Escanaba,49829-0000
MI,Paul Mitchell the School Escanaba,2007,-1,Proprietary,458274,03490300,Escanaba,60607-0000
MI,Paul Mitchell the School Escanaba,2006,0.6,Proprietary,458274,03490300,Escanaba,60607-0000
MI,Paul Mitchell The School Farmington Hills,2015,-0.1,Proprietary,484093,04230200,Farmington Hills,48334-5224
MI,Paul Mitchell the School Great Lakes,2016,3,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2015,2.1,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2014,1.8,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2013,1.9,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2012,2.7,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2011,2.4,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2010,3,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2009,2.7,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2008,2,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2007,2.7,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell the School Great Lakes,2006,1.9,Proprietary,446288,03907300,Port Huron,48060-0000
MI,Paul Mitchell The School Lansing,2015,-0.1,Proprietary,484118,04230400,Lansing,48912-4686
MI,Port Huron Cosmetology College,2016,1.8,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2015,1.6,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2014,2.8,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2013,2.3,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2012,1.2,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2011,2.5,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2010,2.4,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2009,1.3,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2008,0,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2007,1.5,Proprietary,171775,00894600,Waterford,48329-1618
MI,Port Huron Cosmetology College,2006,1,Proprietary,171775,00894600,Waterford,48329-1618
MI,Princess Beauty School,2016,3,Proprietary,486327,04231800,Dearborn Heights,48127-2999
MI,Princess Beauty School,2015,3,Proprietary,486327,04231800,Dearborn Heights,48127-2999
MI,Princess Beauty School,2014,2.8,Proprietary,486327,04231800,Dearborn Heights,48127-2999
MI,Princess Beauty School,2013,1.8,Proprietary,486327,04231800,Dearborn Heights,48127-2999
MI,Princess Beauty School,2012,3,Proprietary,486327,04231800,Dearborn,48127-2999
MI,Protege Academy,2016,3,Proprietary,461944,04184700,East Lansing,48823-8660
MI,Protege Academy,2015,3,Proprietary,461944,04184700,East Lansing,48823-8660
MI,Protege Academy,2014,2.9,Proprietary,461944,04184700,East Lansing,48823-8660
MI,Protege Academy,2013,2,Proprietary,461944,04184700,East Lansing,48823-8660
MI,Protege Academy,2012,1.5,Proprietary,461944,04184700,East Lansing,48823-8660
MI,Protege Academy,2011,1.9,Proprietary,461944,04184700,East Lansing,48823-8660
MI,Protege Academy,2010,1.8,Proprietary,461944,04184700,East Lansing,48823-8660
MI,Protege Academy,2009,1.5,Proprietary,461944,04184700,East Lansing,48823-8660
MI,Regal Beauty School,2008,0.6,Proprietary,,04139600,Livonia,48150-4013
MI,Robert B. Miller College (The),2015,0,Non-Profit,448804,04094300,Battle Creek,49017-3306
MI,Robert B. Miller College (The),2014,-1,Non Profit,448804,04094300,Battle Creek,49017-3306
MI,Robert B. Miller College (The),2013,-1,Non Profit,448804,04094300,Battle Creek,49017-3306
MI,Robert B. Miller College (The),2012,-0.6,Non Profit,448804,04094300,Battle Creek,49017-3306
MI,Robert B. Miller College (The),2011,-1,Non-Profit,448804,04094300,Battle Creek,49017-3306
MI,Robert B. Miller College (The),2010,-1,Non Profit,448804,04094300,Battle Creek,49017-3306
MI,Robert B. Miller College (The),2009,-1,Private Non-Profit,448804,04094300,Battle Creek,49017-3306
MI,Robert B. Miller College (The),2008,-1,Non Profit,448804,04094300,Battle Creek,49017-3306
MI,Robert B. Miller College (The),2007,-1,Private Non-Profit,448804,04094300,Battle Creek,49017-3306
MI,Robert B. Miller College (The),2006,1.3,Private Non-Profit,448804,04094300,Battle Creek,49017-3306
MI,Rochester College,2016,0.3,Non-profit,170967,00228800,Rochester Hills,48307-2764
MI,Rochester College,2015,0,Non-Profit,170967,00228800,Rochester Hills,48307-2764
MI,Rochester College,2014,-0.1,Non Profit,170967,00228800,Rochester Hills,48307-2764
MI,Rochester College,2013,-0.8,Non Profit,170967,00228800,Rochester Hills,48307-2764
MI,Rochester College,2012,-0.6,Non Profit,170967,00228800,Rochester Hills,48307-2764
MI,Rochester College,2011,-0.3,Non-Profit,170967,00228800,Rochester Hills,48307-2764
MI,Rochester College,2010,-0.6,Non Profit,170967,00228800,Rochester Hills,48307-2764
MI,Rochester College,2009,-1,Private Non-Profit,170967,00228800,Rochester Hills,48307-2764
MI,Rochester College,2008,-1,Non Profit,170967,00228800,Rochester Hills,48307-2764
MI,Rochester College,2007,-0.8,Private Non-Profit,170967,00228800,Rochester Hills,48075-3953
MI,Rochester College,2006,-0.4,Private Non-Profit,170967,00228800,Rochester Hills,48075-3953
MI,Ross Medical Education Center,2016,0.7,Proprietary,172015,02099700,Flint,48507-1234
MI,Ross Medical Education Center,2016,0.7,Proprietary,261676,02339700,Brighton,48116-7402
MI,Ross Medical Education Center,2016,0.7,Proprietary,171997,02180100,Madison Heights,48071-2565
MI,Ross Medical Education Center,2016,0.7,Proprietary,171988,02533600,Lansing,48917-2108
MI,Ross Medical Education Center,2015,1.7,Proprietary,172015,02099700,Flint,48507-1234
MI,Ross Medical Education Center,2015,1.7,Proprietary,261676,02339700,Brighton,48116-7402
MI,Ross Medical Education Center,2015,1.7,Proprietary,171988,02533600,Lansing,48917-2108
MI,Ross Medical Education Center,2015,1.7,Proprietary,171997,02180100,Madison Heights,48071-2565
MI,Ross Medical Education Center,2014,1.8,Proprietary,172015,02099700,Flint,48507-1234
MI,Ross Medical Education Center,2013,2.4,Proprietary,172015,02099700,Flint,48507-1234
MI,Ross Medical Education Center,2012,2.7,Proprietary,172015,02099700,Flint,48507-1234
MI,Ross Medical Education Center,2011,2.6,Proprietary,172015,02099700,Flint,48507-1234
MI,Ross Medical Education Center,2010,3,Proprietary,172015,02099700,Flint,48507-1234
MI,Ross Medical Education Center,2009,2.3,Proprietary,172015,02099700,Flint,48507-1234
MI,Ross Medical Education Center,2008,2.4,Proprietary,172015,02099700,Flint,48507-1234
MI,Ross Medical Education Center,2007,1.5,Proprietary,172015,02099700,Flint,49002-2813
MI,Ross Medical Education Center,2006,0.2,Proprietary,172015,02099700,Flint,49002-2813
MI,Sacred Heart Major Seminary,2016,2.9,Non-profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2015,3,Non-Profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2014,3,Non Profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2013,3,Non Profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2012,3,Non Profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2011,2.5,Non-Profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2010,3,Non Profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2009,3,Private Non-Profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2008,2.6,Non Profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2007,3,Private Non-Profit,172033,00231300,Detroit,48206-1799
MI,Sacred Heart Major Seminary,2006,2.4,Private Non-Profit,172033,00231300,Detroit,48206-1799
MI,Salon Academy (The),2016,1.6,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2015,1.8,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2014,2,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2013,1.5,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2012,1.5,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2011,1.7,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2010,1.7,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2009,2.8,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2008,2.4,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2007,3,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Academy (The),2006,2.2,Proprietary,414054,03110300,Coldwater,49036-1139
MI,Salon Professional Academy (The),2016,1.8,Proprietary,451307,04138400,Battle Creek,49015-2853
MI,Salon Professional Academy (The),2015,1.8,Proprietary,451307,04138400,Battle Creek,49015-2853
MI,Salon Professional Academy (The),2014,1.5,Proprietary,442958,03704300,Marysville,48040-2093
MI,Salon Spa Academy '(The)',2014,1.6,Proprietary,451307,04138400,Battle Creek,49015-2853
MI,Salon Spa Academy '(The)',2013,1.5,Proprietary,451307,04138400,Battle Creek,49015-2853
MI,Salon Spa Academy '(The)',2012,1.8,Proprietary,451307,04138400,Battle Creek,49015-2853
MI,Salon Spa Academy '(The)',2011,1.8,Proprietary,451307,04138400,Battle Creek,49015-2853
MI,Salon Spa Academy '(The)',2010,1.5,Proprietary,451307,04138400,Battle Creek,49015-2853
MI,Scholars Cosmetology University,2013,-1,Proprietary,,04169300,Ann Arbor,48108-0000
MI,Scholars Cosmetology University,2012,-0.5,Proprietary,,04169300,Ann Arbor,48108-0000
MI,Scholars Cosmetology University,2011,2.2,Proprietary,,04169300,Ann Arbor,48108-0000
MI,Scholars Cosmetology University,2010,1.7,Proprietary,,04169300,Ann Arbor,48108-0000
MI,Scholars Cosmetology University,2009,2.8,Proprietary,,04169300,Ann Arbor,48108-0000
MI,School of Designing Arts,2009,2.1,Proprietary,451307,04138400,Battle Creek,49015-2853
MI,School of Designing Arts,2008,2.6,Proprietary,451307,04138400,Battle Creek,49015-2853
MI,School of Designing Arts,2007,2.8,Proprietary,451307,04138400,Springfield,49037-7995
MI,School of Designing Arts,2006,2.8,Proprietary,451307,04138400,Springfield,49037-7995
MI,School of Missionary Aviation Technology,2016,1.8,Non-profit,480727,04207000,Ionia,48846-7412
MI,School of Missionary Aviation Technology,2015,1.5,Non-Profit,480727,04207000,Ionia,48846-7412
MI,School of Missionary Aviation Technology,2014,2.2,Non Profit,480727,04207000,Ionia,48846-7412
MI,School of Missionary Aviation Technology,2013,2.1,Non Profit,480727,04207000,Ionia,48846-7412
